,ID,trial,TargetPosition,RT,ampRT,ampSacc
82,182,82,80,211,18,15.601273700559176
83,183,83,80,235,43,17.02273445936482
84,184,84,80,218,20,17.41823480690154
85,185,85,80,221,26,16.606554617604854
86,186,86,80,206,20,17.624601970011046
87,187,87,80,210,37,17.638672945601762
88,188,88,80,207,25,16.495082765819404
89,189,89,80,220,28,16.40889971444315
90,190,90,80,216,29,17.22582863860802
91,191,91,80,217,21,17.081146639010978
92,192,92,80,210,12,16.241177860782493
93,193,93,80,219,15,16.27284623469648
94,194,94,80,209,22,18.415692156402173
95,195,95,80,208,40,18.07825075145088
96,196,96,80,204,13,17.830570825107994
97,197,97,80,210,26,16.79132996291157
98,198,98,80,212,13,16.18043003885109
99,199,99,80,223,22,14.47528778276175
100,200,0,70,208,11,16.91151740951405
101,201,1,70,211,32,16.04770579216974
102,202,2,70,209,16,17.41824798895195
103,203,3,70,218,23,15.458073445008829
104,204,4,70,208,19,17.98232906664836
105,205,5,70,211,24,17.88492051676412
106,206,6,70,210,16,16.4007990814593
107,207,7,70,218,19,16.710476224832597
108,208,8,70,207,29,17.945743222185296
109,209,9,70,216,21,17.772107748462474
110,210,10,70,206,17,17.743909618510052
111,211,11,70,216,14,16.319362437930902
112,212,12,70,204,15,17.097367339226892
113,213,13,70,212,28,16.46901267951878
114,214,14,70,206,14,18.70988092951867
115,215,15,70,210,24,18.13640724564955
116,216,16,70,227,36,17.60254317709
117,217,17,70,222,21,16.472939930117562
118,218,18,70,206,36,18.295068089024703
119,219,19,70,215,18,17.788417913107182
120,220,20,70,229,25,16.73928925628703
121,221,21,70,220,15,16.59725104263905
122,222,22,70,205,23,17.178151254042135
123,223,23,70,226,22,15.92428288836025
124,224,24,70,210,25,17.371778835720825
125,225,25,70,208,12,17.700552889848865
126,226,26,70,229,13,16.058603458137686
127,227,27,70,213,29,15.524943161429045
128,228,28,70,207,21,17.336773773664827
129,229,29,70,209,29,17.6206052901327
130,230,30,70,219,23,15.759651716820883
131,231,31,70,210,22,17.970807399830875
132,232,32,70,216,10,15.824111177873338
133,233,33,70,230,32,17.794476180408843
134,234,34,70,217,30,17.04858461568156
135,235,35,70,204,15,17.94584371237312
136,236,36,70,208,19,18.45473776570651
137,237,37,70,209,27,16.876964583258996
138,238,38,70,215,5,17.9584527692054
139,239,39,70,229,41,14.867670903106319
140,240,40,70,222,36,16.119984299455595
141,241,41,70,230,24,16.63358894375887
142,242,42,70,212,21,16.84975713294947
143,243,43,70,225,23,16.922431054430984
144,244,44,70,234,35,15.873465985635804
145,245,45,70,212,25,15.67624050396763
146,246,46,70,229,24,16.760744876006687
147,247,47,70,231,15,16.81470929930197
148,248,48,70,208,27,17.597814797234157
149,249,49,70,225,24,15.110741259208309
150,250,50,70,224,28,15.977326270863541
151,251,51,70,208,14,17.452927272101793
152,252,52,70,225,13,18.037947511750097
153,253,53,70,212,21,16.784675425888548
154,254,54,70,214,25,16.52095426284785
155,255,55,70,222,27,14.410069880225084
156,256,56,70,210,8,17.488036327180954
157,257,57,70,214,13,15.592380455440473
158,258,58,70,214,20,18.05364043729751
159,259,59,70,216,24,16.14347882091856
160,260,60,70,206,38,17.747699125785616
161,261,61,70,215,30,17.653313537502186
162,262,62,70,224,16,17.68145176312185
163,263,63,70,213,15,18.527346188300157
164,264,64,70,224,23,15.552940998442388
165,265,65,70,227,30,16.207391861044826
166,266,66,70,210,18,18.4402082961208
167,267,67,70,224,15,16.11462909482769
168,268,68,70,222,13,15.48067707829602
169,269,69,70,206,33,17.5412536008051
170,270,70,70,216,20,15.81035720682577
171,271,71,70,212,27,16.672202697568018
172,272,72,70,215,39,19.449277760753567
173,273,73,70,212,35,15.839644334702315
174,274,74,70,204,21,17.542658164410305
175,275,75,70,205,36,17.686646897187536
176,276,76,70,221,23,16.532010931763537
177,277,77,70,206,23,17.8946184213481
178,278,78,70,214,15,16.533511281174228
179,279,79,70,205,25,17.22797682666959
180,280,80,70,208,25,17.412603637642178
181,281,81,70,212,20,16.771052340129295
182,282,82,70,211,18,15.601273700559176
183,283,83,70,235,43,17.02273445936482
184,284,84,70,218,20,17.41823480690154
185,285,85,70,221,26,16.606554617604854
186,286,86,70,206,20,17.624601970011046
187,287,87,70,210,37,17.638672945601762
188,288,88,70,207,25,16.495082765819404
189,289,89,70,220,28,16.40889971444315
190,290,90,70,216,29,17.22582863860802
191,291,91,70,217,21,17.081146639010978
192,292,92,70,210,12,16.241177860782493
193,293,93,70,219,15,16.27284623469648
194,294,94,70,209,22,18.415692156402173
195,295,95,70,208,40,18.07825075145088
196,296,96,70,204,13,17.830570825107994
197,297,97,70,210,26,16.79132996291157
198,298,98,70,212,13,16.18043003885109
199,299,99,70,223,22,14.47528778276175
200,300,0,60,208,11,16.91151740951405
201,301,1,60,211,32,16.04770579216974
202,302,2,60,209,16,17.41824798895195
203,303,3,60,218,23,15.458073445008829
204,304,4,60,208,19,17.98232906664836
205,305,5,60,211,24,17.88492051676412
206,306,6,60,210,16,16.4007990814593
207,307,7,60,218,19,16.710476224832597
208,308,8,60,207,29,17.945743222185296
209,309,9,60,216,21,17.772107748462474
210,310,10,60,206,17,17.743909618510052
211,311,11,60,216,14,16.319362437930902
212,312,12,60,204,15,17.097367339226892
213,313,13,60,212,28,16.46901267951878
214,314,14,60,206,14,18.70988092951867
215,315,15,60,210,24,18.13640724564955
216,316,16,60,227,36,17.60254317709
217,317,17,60,222,21,16.472939930117562
218,318,18,60,206,36,18.295068089024703
219,319,19,60,215,18,17.788417913107182
220,320,20,60,229,25,16.73928925628703
221,321,21,60,220,15,16.59725104263905
222,322,22,60,205,23,17.178151254042135
223,323,23,60,226,22,15.92428288836025
224,324,24,60,210,25,17.371778835720825
225,325,25,60,208,12,17.700552889848865
226,326,26,60,229,13,16.058603458137686
227,327,27,60,213,29,15.524943161429045
228,328,28,60,207,21,17.336773773664827
229,329,29,60,209,29,17.6206052901327
230,330,30,60,219,23,15.759651716820883
231,331,31,60,210,22,17.970807399830875
232,332,32,60,216,10,15.824111177873338
233,333,33,60,230,32,17.794476180408843
234,334,34,60,217,30,17.04858461568156
235,335,35,60,204,15,17.94584371237312
236,336,36,60,208,19,18.45473776570651
237,337,37,60,209,27,16.876964583258996
238,338,38,60,215,5,17.9584527692054
239,339,39,60,229,41,14.867670903106319
240,340,40,60,222,36,16.119984299455595
241,341,41,60,230,24,16.63358894375887
242,342,42,60,212,21,16.84975713294947
243,343,43,60,225,23,16.922431054430984
244,344,44,60,234,35,15.873465985635804
245,345,45,60,212,25,15.67624050396763
246,346,46,60,229,24,16.760744876006687
247,347,47,60,231,15,16.81470929930197
248,348,48,60,208,27,17.597814797234157
249,349,49,60,225,24,15.110741259208309
250,350,50,60,224,28,15.977326270863541
251,351,51,60,208,14,17.452927272101793
252,352,52,60,225,13,18.037947511750097
253,353,53,60,212,21,16.784675425888548
254,354,54,60,214,25,16.52095426284785
255,355,55,60,222,27,14.410069880225084
256,356,56,60,210,8,17.488036327180954
257,357,57,60,214,13,15.592380455440473
258,358,58,60,214,20,18.05364043729751
259,359,59,60,216,24,16.14347882091856
260,360,60,60,206,38,17.747699125785616
261,361,61,60,215,30,17.653313537502186
262,362,62,60,224,16,17.68145176312185
263,363,63,60,213,15,18.527346188300157
264,364,64,60,224,23,15.552940998442388
265,365,65,60,227,30,16.207391861044826
266,366,66,60,210,18,18.4402082961208
267,367,67,60,224,15,16.11462909482769
268,368,68,60,222,13,15.48067707829602
269,369,69,60,206,33,17.5412536008051
270,370,70,60,216,20,15.81035720682577
271,371,71,60,212,27,16.672202697568018
272,372,72,60,215,39,19.449277760753567
273,373,73,60,212,35,15.839644334702315
274,374,74,60,204,21,17.542658164410305
275,375,75,60,205,36,17.686646897187536
276,376,76,60,221,23,16.532010931763537
277,377,77,60,206,23,17.8946184213481
278,378,78,60,214,15,16.533511281174228
279,379,79,60,205,25,17.22797682666959
280,380,80,60,208,25,17.412603637642178
281,381,81,60,212,20,16.771052340129295
282,382,82,60,211,18,15.601273700559176
283,383,83,60,235,43,17.02273445936482
284,384,84,60,218,20,17.41823480690154
285,385,85,60,221,26,16.606554617604854
286,386,86,60,206,20,17.624601970011046
287,387,87,60,210,37,17.638672945601762
288,388,88,60,207,25,16.495082765819404
289,389,89,60,220,28,16.40889971444315
290,390,90,60,216,29,17.22582863860802
291,391,91,60,217,21,17.081146639010978
292,392,92,60,210,12,16.241177860782493
293,393,93,60,219,15,16.27284623469648
294,394,94,60,209,22,18.415692156402173
295,395,95,60,208,40,18.07825075145088
296,396,96,60,204,13,17.830570825107994
297,397,97,60,210,26,16.79132996291157
298,398,98,60,212,13,16.18043003885109
299,399,99,60,223,22,14.47528778276175
300,400,0,40,208,11,16.91151740951405
301,401,1,40,211,32,16.04770579216974
302,402,2,40,209,16,17.41824798895195
303,403,3,40,218,23,15.458073445008829
304,404,4,40,208,19,17.98232906664836
305,405,5,40,211,24,17.88492051676412
306,406,6,40,210,16,16.4007990814593
307,407,7,40,218,19,16.710476224832597
308,408,8,40,207,29,17.945743222185296
309,409,9,40,216,21,17.772107748462474
310,410,10,40,206,17,17.743909618510052
311,411,11,40,216,14,16.319362437930902
312,412,12,40,204,15,17.097367339226892
313,413,13,40,212,28,16.46901267951878
314,414,14,40,206,14,18.70988092951867
315,415,15,40,210,24,18.13640724564955
316,416,16,40,227,36,17.60254317709
317,417,17,40,222,21,16.472939930117562
318,418,18,40,206,36,18.295068089024703
319,419,19,40,215,18,17.788417913107182
320,420,20,40,229,25,16.73928925628703
321,421,21,40,220,15,16.59725104263905
322,422,22,40,205,23,17.178151254042135
323,423,23,40,226,22,15.92428288836025
324,424,24,40,210,25,17.371778835720825
325,425,25,40,208,12,17.700552889848865
326,426,26,40,229,13,16.058603458137686
327,427,27,40,213,29,15.524943161429045
328,428,28,40,207,21,17.336773773664827
329,429,29,40,209,29,17.6206052901327
330,430,30,40,219,23,15.759651716820883
331,431,31,40,210,22,17.970807399830875
332,432,32,40,216,10,15.824111177873338
333,433,33,40,230,32,17.794476180408843
334,434,34,40,217,30,17.04858461568156
335,435,35,40,204,15,17.94584371237312
336,436,36,40,208,19,18.45473776570651
337,437,37,40,209,27,16.876964583258996
338,438,38,40,215,5,17.9584527692054
339,439,39,40,229,41,14.867670903106319
340,440,40,40,222,36,16.119984299455595
341,441,41,40,230,24,16.63358894375887
342,442,42,40,212,21,16.84975713294947
343,443,43,40,225,23,16.922431054430984
344,444,44,40,234,35,15.873465985635804
345,445,45,40,212,25,15.67624050396763
346,446,46,40,229,24,16.760744876006687
347,447,47,40,231,15,16.81470929930197
348,448,48,40,208,27,17.597814797234157
349,449,49,40,225,24,15.110741259208309
350,450,50,40,224,28,15.977326270863541
351,451,51,40,208,14,17.452927272101793
352,452,52,40,225,13,18.037947511750097
353,453,53,40,212,21,16.784675425888548
354,454,54,40,214,25,16.52095426284785
355,455,55,40,222,27,14.410069880225084
356,456,56,40,210,8,17.488036327180954
357,457,57,40,214,13,15.592380455440473
358,458,58,40,214,20,18.05364043729751
359,459,59,40,216,24,16.14347882091856
360,460,60,40,206,38,17.747699125785616
361,461,61,40,215,30,17.653313537502186
362,462,62,40,224,16,17.68145176312185
363,463,63,40,213,15,18.527346188300157
364,464,64,40,224,23,15.552940998442388
365,465,65,40,227,30,16.207391861044826
366,466,66,40,210,18,18.4402082961208
367,467,67,40,224,15,16.11462909482769
368,468,68,40,222,13,15.48067707829602
369,469,69,40,206,33,17.5412536008051
370,470,70,40,216,20,15.81035720682577
371,471,71,40,212,27,16.672202697568018
372,472,72,40,215,39,19.449277760753567
373,473,73,40,212,35,15.839644334702315
374,474,74,40,204,21,17.542658164410305
375,475,75,40,205,36,17.686646897187536
376,476,76,40,221,23,16.532010931763537
377,477,77,40,206,23,17.8946184213481
378,478,78,40,214,15,16.533511281174228
379,479,79,40,205,25,17.22797682666959
380,480,80,40,208,25,17.412603637642178
381,481,81,40,212,20,16.771052340129295
382,482,82,40,211,18,15.601273700559176
383,483,83,40,235,43,17.02273445936482
384,484,84,40,218,20,17.41823480690154
385,485,85,40,221,26,16.606554617604854
386,486,86,40,206,20,17.624601970011046
387,487,87,40,210,37,17.638672945601762
388,488,88,40,207,25,16.495082765819404
389,489,89,40,220,28,16.40889971444315
390,490,90,40,216,29,17.22582863860802
391,491,91,40,217,21,17.081146639010978
392,492,92,40,210,12,16.241177860782493
393,493,93,40,219,15,16.27284623469648
394,494,94,40,209,22,18.415692156402173
395,495,95,40,208,40,18.07825075145088
396,496,96,40,204,13,17.830570825107994
397,497,97,40,210,26,16.79132996291157
398,498,98,40,212,13,16.18043003885109
399,499,99,40,223,22,14.47528778276175
400,500,0,50,208,11,16.91151740951405
401,501,1,50,211,32,16.04770579216974
402,502,2,50,209,16,17.41824798895195
403,503,3,50,218,23,15.458073445008829
404,504,4,50,208,19,17.98232906664836
405,505,5,50,211,24,17.88492051676412
406,506,6,50,210,16,16.4007990814593
407,507,7,50,218,19,16.710476224832597
408,508,8,50,207,29,17.945743222185296
409,509,9,50,216,21,17.772107748462474
410,510,10,50,206,17,17.743909618510052
411,511,11,50,216,14,16.319362437930902
412,512,12,50,204,15,17.097367339226892
413,513,13,50,212,28,16.46901267951878
414,514,14,50,206,14,18.70988092951867
415,515,15,50,210,24,18.13640724564955
416,516,16,50,227,36,17.60254317709
417,517,17,50,222,21,16.472939930117562
418,518,18,50,206,36,18.295068089024703
419,519,19,50,215,18,17.788417913107182
420,520,20,50,229,25,16.73928925628703
421,521,21,50,220,15,16.59725104263905
422,522,22,50,205,23,17.178151254042135
423,523,23,50,226,22,15.92428288836025
424,524,24,50,210,25,17.371778835720825
425,525,25,50,208,12,17.700552889848865
426,526,26,50,229,13,16.058603458137686
427,527,27,50,213,29,15.524943161429045
428,528,28,50,207,21,17.336773773664827
429,529,29,50,209,29,17.6206052901327
430,530,30,50,219,23,15.759651716820883
431,531,31,50,210,22,17.970807399830875
432,532,32,50,216,10,15.824111177873338
433,533,33,50,230,32,17.794476180408843
434,534,34,50,217,30,17.04858461568156
435,535,35,50,204,15,17.94584371237312
436,536,36,50,208,19,18.45473776570651
437,537,37,50,209,27,16.876964583258996
438,538,38,50,215,5,17.9584527692054
439,539,39,50,229,41,14.867670903106319
440,540,40,50,222,36,16.119984299455595
441,541,41,50,230,24,16.63358894375887
442,542,42,50,212,21,16.84975713294947
443,543,43,50,225,23,16.922431054430984
444,544,44,50,234,35,15.873465985635804
445,545,45,50,212,25,15.67624050396763
446,546,46,50,229,24,16.760744876006687
447,547,47,50,231,15,16.81470929930197
448,548,48,50,208,27,17.597814797234157
449,549,49,50,225,24,15.110741259208309
450,550,50,50,224,28,15.977326270863541
451,551,51,50,208,14,17.452927272101793
452,552,52,50,225,13,18.037947511750097
453,553,53,50,212,21,16.784675425888548
454,554,54,50,214,25,16.52095426284785
455,555,55,50,222,27,14.410069880225084
456,556,56,50,210,8,17.488036327180954
457,557,57,50,214,13,15.592380455440473
458,558,58,50,214,20,18.05364043729751
459,559,59,50,216,24,16.14347882091856
460,560,60,50,206,38,17.747699125785616
461,561,61,50,215,30,17.653313537502186
462,562,62,50,224,16,17.68145176312185
463,563,63,50,213,15,18.527346188300157
464,564,64,50,224,23,15.552940998442388
465,565,65,50,227,30,16.207391861044826
466,566,66,50,210,18,18.4402082961208
467,567,67,50,224,15,16.11462909482769
468,568,68,50,222,13,15.48067707829602
469,569,69,50,206,33,17.5412536008051
470,570,70,50,216,20,15.81035720682577
471,571,71,50,212,27,16.672202697568018
472,572,72,50,215,39,19.449277760753567
473,573,73,50,212,35,15.839644334702315
474,574,74,50,204,21,17.542658164410305
475,575,75,50,205,36,17.686646897187536
476,576,76,50,221,23,16.532010931763537
477,577,77,50,206,23,17.8946184213481
478,578,78,50,214,15,16.533511281174228
479,579,79,50,205,25,17.22797682666959
480,580,80,50,208,25,17.412603637642178
481,581,81,50,212,20,16.771052340129295
482,582,82,50,211,18,15.601273700559176
483,583,83,50,235,43,17.02273445936482
484,584,84,50,218,20,17.41823480690154
485,585,85,50,221,26,16.606554617604854
486,586,86,50,206,20,17.624601970011046
487,587,87,50,210,37,17.638672945601762
488,588,88,50,207,25,16.495082765819404
489,589,89,50,220,28,16.40889971444315
490,590,90,50,216,29,17.22582863860802
491,591,91,50,217,21,17.081146639010978
492,592,92,50,210,12,16.241177860782493
493,593,93,50,219,15,16.27284623469648
494,594,94,50,209,22,18.415692156402173
495,595,95,50,208,40,18.07825075145088
496,596,96,50,204,13,17.830570825107994
497,597,97,50,210,26,16.79132996291157
498,598,98,50,212,13,16.18043003885109
499,599,99,50,223,22,14.47528778276175
500,600,0,10,208,11,16.91151740951405
501,601,1,10,211,32,16.04770579216974
502,602,2,10,209,16,17.41824798895195
503,603,3,10,218,23,15.458073445008829
504,604,4,10,208,19,17.98232906664836
505,605,5,10,211,24,17.88492051676412
506,606,6,10,210,16,16.4007990814593
507,607,7,10,218,19,16.710476224832597
508,608,8,10,207,29,17.945743222185296
509,609,9,10,216,21,17.772107748462474
510,610,10,10,206,17,17.743909618510052
511,611,11,10,216,14,16.319362437930902
512,612,12,10,204,15,17.097367339226892
513,613,13,10,212,28,16.46901267951878
514,614,14,10,206,14,18.70988092951867
515,615,15,10,210,24,18.13640724564955
516,616,16,10,227,36,17.60254317709
517,617,17,10,222,21,16.472939930117562
518,618,18,10,206,36,18.295068089024703
519,619,19,10,215,18,17.788417913107182
520,620,20,10,229,25,16.73928925628703
521,621,21,10,220,15,16.59725104263905
522,622,22,10,205,23,17.178151254042135
523,623,23,10,226,22,15.92428288836025
524,624,24,10,210,25,17.371778835720825
525,625,25,10,208,12,17.700552889848865
526,626,26,10,229,13,16.058603458137686
527,627,27,10,213,29,15.524943161429045
528,628,28,10,207,21,17.336773773664827
529,629,29,10,209,29,17.6206052901327
530,630,30,10,219,23,15.759651716820883
531,631,31,10,210,22,17.970807399830875
532,632,32,10,216,10,15.824111177873338
533,633,33,10,230,32,17.794476180408843
534,634,34,10,217,30,17.04858461568156
535,635,35,10,204,15,17.94584371237312
536,636,36,10,208,19,18.45473776570651
537,637,37,10,209,27,16.876964583258996
538,638,38,10,215,5,17.9584527692054
539,639,39,10,229,41,14.867670903106319
540,640,40,10,222,36,16.119984299455595
541,641,41,10,230,24,16.63358894375887
542,642,42,10,212,21,16.84975713294947
543,643,43,10,225,23,16.922431054430984
544,644,44,10,234,35,15.873465985635804
545,645,45,10,212,25,15.67624050396763
546,646,46,10,229,24,16.760744876006687
547,647,47,10,231,15,16.81470929930197
548,648,48,10,208,27,17.597814797234157
549,649,49,10,225,24,15.110741259208309
550,650,50,10,224,28,15.977326270863541
551,651,51,10,208,14,17.452927272101793
552,652,52,10,225,13,18.037947511750097
553,653,53,10,212,21,16.784675425888548
554,654,54,10,214,25,16.52095426284785
555,655,55,10,222,27,14.410069880225084
556,656,56,10,210,8,17.488036327180954
557,657,57,10,214,13,15.592380455440473
558,658,58,10,214,20,18.05364043729751
559,659,59,10,216,24,16.14347882091856
560,660,60,10,206,38,17.747699125785616
561,661,61,10,215,30,17.653313537502186
562,662,62,10,224,16,17.68145176312185
563,663,63,10,213,15,18.527346188300157
564,664,64,10,224,23,15.552940998442388
565,665,65,10,227,30,16.207391861044826
566,666,66,10,210,18,18.4402082961208
567,667,67,10,224,15,16.11462909482769
568,668,68,10,222,13,15.48067707829602
569,669,69,10,206,33,17.5412536008051
570,670,70,10,216,20,15.81035720682577
571,671,71,10,212,27,16.672202697568018
572,672,72,10,215,39,19.449277760753567
573,673,73,10,212,35,15.839644334702315
574,674,74,10,204,21,17.542658164410305
575,675,75,10,205,36,17.686646897187536
576,676,76,10,221,23,16.532010931763537
577,677,77,10,206,23,17.8946184213481
578,678,78,10,214,15,16.533511281174228
579,679,79,10,205,25,17.22797682666959
580,680,80,10,208,25,17.412603637642178
581,681,81,10,212,20,16.771052340129295
582,682,82,10,211,18,15.601273700559176
583,683,83,10,235,43,17.02273445936482
584,684,84,10,218,20,17.41823480690154
585,685,85,10,221,26,16.606554617604854
586,686,86,10,206,20,17.624601970011046
587,687,87,10,210,37,17.638672945601762
588,688,88,10,207,25,16.495082765819404
589,689,89,10,220,28,16.40889971444315
590,690,90,10,216,29,17.22582863860802
591,691,91,10,217,21,17.081146639010978
592,692,92,10,210,12,16.241177860782493
593,693,93,10,219,15,16.27284623469648
594,694,94,10,209,22,18.415692156402173
595,695,95,10,208,40,18.07825075145088
596,696,96,10,204,13,17.830570825107994
597,697,97,10,210,26,16.79132996291157
598,698,98,10,212,13,16.18043003885109
599,699,99,10,223,22,14.47528778276175
600,700,0,30,208,11,16.91151740951405
601,701,1,30,211,32,16.04770579216974
602,702,2,30,209,16,17.41824798895195
603,703,3,30,218,23,15.458073445008829
604,704,4,30,208,19,17.98232906664836
605,705,5,30,211,24,17.88492051676412
606,706,6,30,210,16,16.4007990814593
607,707,7,30,218,19,16.710476224832597
608,708,8,30,207,29,17.945743222185296
609,709,9,30,216,21,17.772107748462474
610,710,10,30,206,17,17.743909618510052
611,711,11,30,216,14,16.319362437930902
612,712,12,30,204,15,17.097367339226892
613,713,13,30,212,28,16.46901267951878
614,714,14,30,206,14,18.70988092951867
615,715,15,30,210,24,18.13640724564955
616,716,16,30,227,36,17.60254317709
617,717,17,30,222,21,16.472939930117562
618,718,18,30,206,36,18.295068089024703
619,719,19,30,215,18,17.788417913107182
620,720,20,30,229,25,16.73928925628703
621,721,21,30,220,15,16.59725104263905
622,722,22,30,205,23,17.178151254042135
623,723,23,30,226,22,15.92428288836025
624,724,24,30,210,25,17.371778835720825
625,725,25,30,208,12,17.700552889848865
626,726,26,30,229,13,16.058603458137686
627,727,27,30,213,29,15.524943161429045
628,728,28,30,207,21,17.336773773664827
629,729,29,30,209,29,17.6206052901327
630,730,30,30,219,23,15.759651716820883
631,731,31,30,210,22,17.970807399830875
632,732,32,30,216,10,15.824111177873338
633,733,33,30,230,32,17.794476180408843
634,734,34,30,217,30,17.04858461568156
635,735,35,30,204,15,17.94584371237312
636,736,36,30,208,19,18.45473776570651
637,737,37,30,209,27,16.876964583258996
638,738,38,30,215,5,17.9584527692054
639,739,39,30,229,41,14.867670903106319
640,740,40,30,222,36,16.119984299455595
641,741,41,30,230,24,16.63358894375887
642,742,42,30,212,21,16.84975713294947
643,743,43,30,225,23,16.922431054430984
644,744,44,30,234,35,15.873465985635804
645,745,45,30,212,25,15.67624050396763
646,746,46,30,229,24,16.760744876006687
647,747,47,30,231,15,16.81470929930197
648,748,48,30,208,27,17.597814797234157
649,749,49,30,225,24,15.110741259208309
650,750,50,30,224,28,15.977326270863541
651,751,51,30,208,14,17.452927272101793
652,752,52,30,225,13,18.037947511750097
653,753,53,30,212,21,16.784675425888548
654,754,54,30,214,25,16.52095426284785
655,755,55,30,222,27,14.410069880225084
656,756,56,30,210,8,17.488036327180954
657,757,57,30,214,13,15.592380455440473
658,758,58,30,214,20,18.05364043729751
659,759,59,30,216,24,16.14347882091856
660,760,60,30,206,38,17.747699125785616
661,761,61,30,215,30,17.653313537502186
662,762,62,30,224,16,17.68145176312185
663,763,63,30,213,15,18.527346188300157
664,764,64,30,224,23,15.552940998442388
665,765,65,30,227,30,16.207391861044826
666,766,66,30,210,18,18.4402082961208
667,767,67,30,224,15,16.11462909482769
668,768,68,30,222,13,15.48067707829602
669,769,69,30,206,33,17.5412536008051
670,770,70,30,216,20,15.81035720682577
671,771,71,30,212,27,16.672202697568018
672,772,72,30,215,39,19.449277760753567
673,773,73,30,212,35,15.839644334702315
674,774,74,30,204,21,17.542658164410305
675,775,75,30,205,36,17.686646897187536
676,776,76,30,221,23,16.532010931763537
677,777,77,30,206,23,17.8946184213481
678,778,78,30,214,15,16.533511281174228
679,779,79,30,205,25,17.22797682666959
680,780,80,30,208,25,17.412603637642178
681,781,81,30,212,20,16.771052340129295
682,782,82,30,211,18,15.601273700559176
683,783,83,30,235,43,17.02273445936482
684,784,84,30,218,20,17.41823480690154
685,785,85,30,221,26,16.606554617604854
686,786,86,30,206,20,17.624601970011046
687,787,87,30,210,37,17.638672945601762
688,788,88,30,207,25,16.495082765819404
689,789,89,30,220,28,16.40889971444315
690,790,90,30,216,29,17.22582863860802
691,791,91,30,217,21,17.081146639010978
692,792,92,30,210,12,16.241177860782493
693,793,93,30,219,15,16.27284623469648
694,794,94,30,209,22,18.415692156402173
695,795,95,30,208,40,18.07825075145088
696,796,96,30,204,13,17.830570825107994
